질병코드,한글명,영문명,카테고리
M05.37,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 발의 기타 관절","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), other joints in foot",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 기타 부분","Rheumatoid carditis with involvement of other organs and systems(I52.8*), other",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 머리","Rheumatoid carditis with involvement of other organs and systems(I52.8*), head",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 목","Rheumatoid carditis with involvement of other organs and systems(I52.8*), neck",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 늑골","Rheumatoid carditis with involvement of other organs and systems(I52.8*), ribs",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 두개골","Rheumatoid carditis with involvement of other organs and systems(I52.8*), skull",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 몸통","Rheumatoid carditis with involvement of other organs and systems(I52.8*), trunk",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 척주","Rheumatoid carditis with involvement of other organs and systems(I52.8*), vertebral column",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 기타 부분","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), other",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 머리","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), head",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 목","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), neck",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 늑골","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), ribs",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 두개골","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), skull",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 몸통","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), trunk",심장
M05.38,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 척주","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), vertebral column",심장
M05.39,"기타 기관 및 계통의 침범을 동반한 류마티스 심장염(I52.8*), 상세불명 부분","Rheumatoid carditis with involvement of other organs and systems(I52.8*), site unspecified",심장
M05.39,"기타 기관 및 계통의 침범을 동반한 류마티스 심장막염(I32.8*), 상세불명 부분","Rheumatoid pericarditis with involvement of other organs and systems(I32.8*), site unspecified",심장
M10.0,심장의 요산염통풍결절(I43.8*),Urate tophus of heart†(I43.8*),심장
M10.00,"심장의 요산염통풍결절(I43.8*), 여러 부위","Urate tophus of heart†(I43.8*), multiple sites",심장
M10.01,"심장의 요산염통풍결절(I43.8*), 어깨부분","Urate tophus of heart, shoulder region",심장
M10.01,"심장의 요산염통풍결절(I43.8*), 쇄골","Urate tophus of heart, clavicle",심장
M10.01,"심장의 요산염통풍결절(I43.8*), 견갑골","Urate tophus of heart, scapula",심장
M10.01,"심장의 요산염통풍결절(I43.8*), 견쇄관절","Urate tophus of heart, acromioclavicular joints",심장
M10.01,"심장의 요산염통풍결절(I43.8*), 어깨관절","Urate tophus of heart, glenohumeral joints",심장
M10.01,"심장의 요산염통풍결절(I43.8*), 흉쇄관절","Urate tophus of heart, sternoclavicular joints",심장
M10.02,"심장의 요산염통풍결절(I43.8*), 위팔","Urate tophus of heart, upper arm",심장
M10.02,"심장의 요산염통풍결절(I43.8*), 상완골","Urate tophus of heart, humerus",심장
M10.02,"심장의 요산염통풍결절(I43.8*), 팔꿈치관절","Urate tophus of heart, elbow joints",심장
M10.03,"심장의 요산염통풍결절(I43.8*), 아래팔","Urate tophus of heart, forearm",심장
M10.03,"심장의 요산염통풍결절(I43.8*), 요골","Urate tophus of heart, radius",심장
M10.03,"심장의 요산염통풍결절(I43.8*), 척골","Urate tophus of heart, ulna",심장
M10.03,"심장의 요산염통풍결절(I43.8*), 손목관절","Urate tophus of heart, wrist joints",심장
M10.04,"심장의 요산염통풍결절(I43.8*), 손","Urate tophus of heart, hand",심장
M10.04,"심장의 요산염통풍결절(I43.8*), 수근골","Urate tophus of heart, carpus",심장
M10.04,"심장의 요산염통풍결절(I43.8*), 손가락","Urate tophus of heart, fingers",심장
M10.04,"심장의 요산염통풍결절(I43.8*), 중수골","Urate tophus of heart, metacarpus",심장
M10.04,"심장의 요산염통풍결절(I43.8*), 이들 뼈간의 관절","Urate tophus of heart, joints between these bones",심장
M10.05,"심장의 요산염통풍결절(I43.8*), 골반 부분 및 대퇴","Urate tophus of heart, pelvic region and thigh",심장
M10.05,"심장의 요산염통풍결절(I43.8*), 둔부","Urate tophus of heart, buttock",심장
M10.05,"심장의 요산염통풍결절(I43.8*), 대퇴골","Urate tophus of heart, femur",심장
M10.05,"심장의 요산염통풍결절(I43.8*), 골반","Urate tophus of heart, pelvis",심장
M10.05,"심장의 요산염통풍결절(I43.8*), 고관절","Urate tophus of heart, hip (joint)",심장
M10.05,"심장의 요산염통풍결절(I43.8*), 천장관절","Urate tophus of heart, sacroiliac joint",심장
M10.06,"심장의 요산염통풍결절(I43.8*), 아래다리","Urate tophus of heart, lower leg",심장
M10.06,"심장의 요산염통풍결절(I43.8*), 비골","Urate tophus of heart, fibula",심장
M10.06,"심장의 요산염통풍결절(I43.8*), 무릎관절","Urate tophus of heart, knee joint",심장
M10.06,"심장의 요산염통풍결절(I43.8*), 경골","Urate tophus of heart, tibia",심장
M10.07,"심장의 요산염통풍결절(I43.8*), 발목 및 발","Urate tophus of heart, ankle and foot",심장
M10.07,"심장의 요산염통풍결절(I43.8*), 중족골","Urate tophus of heart, metatarsus",심장
M10.07,"심장의 요산염통풍결절(I43.8*), 족근골","Urate tophus of heart, tarsus",심장
M10.07,"심장의 요산염통풍결절(I43.8*), 발가락","Urate tophus of heart, toes",심장
M10.07,"심장의 요산염통풍결절(I43.8*), 발목관절","Urate tophus of heart, ankle joint",심장
M10.07,"심장의 요산염통풍결절(I43.8*), 발의 기타 관절","Urate tophus of heart, other joints in foot",심장
M10.08,"심장의 요산염통풍결절(I43.8*), 기타 부분","Urate tophus of heart, other",심장
M10.08,"심장의 요산염통풍결절(I43.8*), 머리","Urate tophus of heart, head",심장
M10.08,"심장의 요산염통풍결절(I43.8*), 목","Urate tophus of heart, neck",심장
M10.08,"심장의 요산염통풍결절(I43.8*), 늑골","Urate tophus of heart, ribs",심장
M10.08,"심장의 요산염통풍결절(I43.8*), 두개골","Urate tophus of heart, skull",심장
M10.08,"심장의 요산염통풍결절(I43.8*), 몸통","Urate tophus of heart, trunk",심장
M10.08,"심장의 요산염통풍결절(I43.8*), 척주","Urate tophus of heart, vertebral column",심장
M10.09,"심장의 요산염통풍결절(I43.8*), 상세불명 부분","Urate tophus of heart, site unspecified",심장
M14.2,당뇨병성 관절병증(4단위 및 5단위 숫자 .60에 해당되는 E10-E14†),Diabetic arthropathy(E10-E14+ with common fourth character and fifth character .60),당뇨
M14.2,당뇨병성 신경병성 관절병증(M14.6*),Diabetic neuropathic arthropathy(M14.6*),당뇨
M14.6,당뇨병성 신경병성 관절병증(4단위 및 5단위 숫자 .60에 해당되는 E10-E14†),Diabetic neuropathic arthropathy(E10-E14+ with common fourth character and fifth character .60),당뇨
M32.1,루푸스 심장낭염(I32.8*),Lupus pericarditis(I32.8*),심장
M32.1,전신홍반루푸스에서의 대뇌동맥염(I68.2*),Cerebral arteritis in systemic lupus erythematosus(I68.2*),뇌혈관
M36.1,악성 조직구증에서의 관절병증(C96.8†),Arthropathy in malignant histiocytosis(C96.8†),암
M41,척주측만성 심장병의 선천성 척주측만증(I27.1),Congenital scoliosis kyphoscoliotic heart disease(I27.1),심장
M41.4,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders",뇌혈관
M41.40,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 척추의 여러 부위","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, multiple sites in spine",뇌혈관
M41.41,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 후두환축부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, occipito-atlanto-axial region",뇌혈관
M41.42,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 경부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, cervical region",뇌혈관
M41.43,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 경흉추부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, cervicothoracic region",뇌혈관
M41.44,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 흉추부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, thoracic region",뇌혈관
M41.45,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 흉요추부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, thoracolumbar region",뇌혈관
M41.46,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 요추부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, lumbar region",뇌혈관
M41.47,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 요천부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, lumbosacral region",뇌혈관
M41.48,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 천추 및 천미추부","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, sacral and sacrococcygeal region",뇌혈관
M41.49,"뇌성마비, 프리드라이히운동실조, 회색질척수염 및 기타 신경근육성 장애에 따른 이차성 척주측만증, 상세불명의 부위","Scoliosis secondary to cerebral palsy, Friedreich’s ataxia, poliomyelitis, and other neuromuscular disorders, site unspecified",뇌혈관
M90.6,뼈의 악성 신생물에서의 변형성 골염(C40-C41†),Osteitis deformans in malignant neoplasm of bone(C40-C41†),암
M90.60,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 여러 부위","Osteitis deformans in malignant neoplasm of bone(C40-C41†), multiple sites",암
M90.61,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 어깨부분","Osteitis deformans in malignant neoplasm of bone(C40-C41†), shoulder region",암
M90.61,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 쇄골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), clavicle",암
M90.61,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 견갑골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), scapula",암
M90.61,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 견쇄관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), acromioclavicular joints",암
M90.61,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 어깨관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), glenohumeral joints",암
M90.61,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 흉쇄관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), sternoclavicular joints",암
M90.62,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 위팔","Osteitis deformans in malignant neoplasm of bone(C40-C41†), upper arm",암
M90.62,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 상완골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), humerus",암
M90.62,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 팔꿈치관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), elbow joints",암
M90.63,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 아래팔","Osteitis deformans in malignant neoplasm of bone(C40-C41†), forearm",암
M90.63,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 요골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), radius",암
M90.63,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 척골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), ulna",암
M90.63,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 손목관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), wrist joints",암
M90.64,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 손","Osteitis deformans in malignant neoplasm of bone(C40-C41†), hand",암
M90.64,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 수근골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), carpus",암
M90.64,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 손가락","Osteitis deformans in malignant neoplasm of bone(C40-C41†), fingers",암
M90.64,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 중수골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), metacarpus",암
M90.64,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 이들 뼈간의 관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), joints between these bones",암
M90.65,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 골반 부분 및 대퇴","Osteitis deformans in malignant neoplasm of bone(C40-C41†), pelvic region and thigh",암
M90.65,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 둔부","Osteitis deformans in malignant neoplasm of bone(C40-C41†), buttock",암
M90.65,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 대퇴골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), femur",암
M90.65,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 골반","Osteitis deformans in malignant neoplasm of bone(C40-C41†), pelvis",암
M90.65,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 고관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), hip (joint)",암
M90.65,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 천장관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), sacroiliac joint",암
M90.66,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 아래다리","Osteitis deformans in malignant neoplasm of bone(C40-C41†), lower leg",암
M90.66,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 비골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), fibula",암
M90.66,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 무릎관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), knee joint",암
M90.66,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 경골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), tibia",암
M90.67,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 발목 및 발","Osteitis deformans in malignant neoplasm of bone(C40-C41†), ankle and foot",암
M90.67,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 중족골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), metatarsus",암
M90.67,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 족근골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), tarsus",암
M90.67,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 발가락","Osteitis deformans in malignant neoplasm of bone(C40-C41†), toes",암
M90.67,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 발목관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), ankle joint",암
M90.67,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 발의 기타 관절","Osteitis deformans in malignant neoplasm of bone(C40-C41†), other joints in foot",암
M90.68,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 기타 부분","Osteitis deformans in malignant neoplasm of bone(C40-C41†), other",암
M90.68,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 머리","Osteitis deformans in malignant neoplasm of bone(C40-C41†), head",암
M90.68,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 목","Osteitis deformans in malignant neoplasm of bone(C40-C41†), neck",암
M90.68,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 늑골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), ribs",암
M90.68,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 두개골","Osteitis deformans in malignant neoplasm of bone(C40-C41†), skull",암
M90.68,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 몸통","Osteitis deformans in malignant neoplasm of bone(C40-C41†), trunk",암
M90.68,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 척주","Osteitis deformans in malignant neoplasm of bone(C40-C41†), vertebral column",암
M90.69,"뼈의 악성 신생물에서의 변형성 골염(C40-C41†), 상세불명 부분","Osteitis deformans in malignant neoplasm of bone(C40-C41†), site unspecified",암
N00-N08,고혈압성 신장병(I12.-),Hypertensive renal disease(I12.-),고혈압
N08.3,당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†),Glomerular disorders in diabetes mellitus,당뇨
N18,"기저질환의 분류를 원한다면 부가분류코드를 사용할 것.
고혈압의 분류를 원한다면 부가분류코드를 사용할 것.","Use additional code, if desired, to identify underlying disease. Use additional code, if desired, to identify presence of hypertension.",고혈압
N18.5,요독성 심장막염(I32.8*),Uraemic pericarditis(I32.8*),심장
N19,고혈압에 의한 신부전(I12.0),Kidney failure due to hypertension(I12.0),고혈압
N25.1,신장성 요붕증,Nephrogenic diabetes insipidus,당뇨
N26,고혈압으로 인한 신장위축(I12.-),Contracted kidney due to hypertension(I12.-),고혈압
N26,(세동맥성)(동맥경화성) 고혈압성 신장경화증(I12.-),Hypertensive nephrosclerosis (arteriolar)(arteriosclerotic)(I12.-),고혈압
N48.0,음경의 제자리암종(D07.4),Carcinoma in situ of penis(D07.4),암
N50.88,고환초막의 음낭암죽종(비사상충의) NOS,"Chylocele, tunica vaginalis (nonfilarial) NOS",암
N51.8,고환초막의 사상충성 음낭암죽종(B74.-†),Filarial chylocele tunica vaginalis(B74.-†),암
N87,자궁경부의 제자리암종(D06.-),Carcinoma in situ of cervix(D06.-),암
N89,질의 제자리암종(D07.2),Carcinoma in situ of vagina(D07.2),암
N90,외음부의 제자리암종(D07.1),Carcinoma in situ of vulva(D07.1),암
O01,악성 포상기태(D39.2),Malignant hydatidiform mole(D39.2),암
O08.8,O00-O07에 분류될 수 있는 병태 후의 심장정지,Cardiac arrest following conditions classifiable to O00-O07,심장
O10-O16,"임신, 출산 및 산후기의 부종, 단백뇨 및 고혈압성 장애(O10-O16)","Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium(O10-O16)",고혈압
O10,"임신, 출산 및 산후기에 합병된 전에 있던 고혈압","Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",고혈압
O10.0,"임신, 출산 및 산후기에 합병된 전에 있던 본태성 고혈압","Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",고혈압
O10.1,"임신, 출산 및 산후기에 합병된 전에 있던 고혈압성 심장병","Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",심장
O10.2,"임신, 출산 및 산후기에 합병된 전에 있던 고혈압성 신장병","Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",고혈압
O10.3,"임신, 출산 및 산후기에 합병된 전에 있던 고혈압성 심장 및 신장병","Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",심장
O10.4,"임신, 출산 및 산후기에 합병된 전에 있던 이차성 고혈압","Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",고혈압
O10.9,"임신, 출산 및 산후기에 합병된 상세불명의 전에 있던 고혈압","Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",고혈압
O11,만성 고혈압에 겹친 전자간,Pre-eclampsia superimposed on chronic hypertension,고혈압
O11,고혈압에 겹친 전자간 NOS,Pre-eclampsia superimposed on hypertension NOS,고혈압
O11,전에 있던 고혈압에 겹친 전자간,Pre-eclampsia superimposed on pre-existing hypertension,고혈압
O12,고혈압을 동반하지 않은 임신성[임신-유발] 부종 및 단백뇨,Gestational [pregnancy- induced] oedema and proteinuria without hypertension,고혈압
O13,임신[임신-유발]고혈압,Gestational [pregnancy-induced] hypertension,고혈압
O13,임신 고혈압 NOS,Gestational hypertension NOS,고혈압
O13,임신-유발성 고혈압 NOS,Pregnancy-induced hypertension NOS,고혈압
O13,임신중 일과성 고혈압,Transient hypertension of pregnancy,고혈압
O15,임신으로 유발된 또는 전에 있던 고혈압을 동반한 자간증,Eclampsia with pregnancy-induced or pre-existing hypertension,고혈압
O16,상세불명의 산모고혈압,Unspecified maternal hypertension,고혈압
O22.5,임신중 대뇌정맥혈전증,Cerebral venous thrombosis in pregnancy,뇌혈관
O24,임신중 당뇨병,Diabetes mellitus in pregnancy,당뇨
O24,현재 당뇨병의 양상에 대한 분류를 원한다면 부가분류코드를 사용할 것,"Use additional code, if desied, to identify any current manifestations of diabetes mellitus",당뇨
O24.0,전에 있던 1형 당뇨병,Pre-existing type 1 diabetes mellitus,당뇨
O24.1,전에 있던 2형 당뇨병,Pre-existing type 2 diabetes mellitus,당뇨
O24.2,전에 있던 영양실조-관련 당뇨병,Pre-existing malnutrition-related diabetes mellitus,당뇨
O24.3,상세불명의 전에 있던 당뇨병,"Pre-existing diabetes mellitus, unspecified",당뇨
O24.4,임신중 생긴 당뇨병,Diabetes mellitus arising in pregnancy,당뇨
O24.4,임신당뇨병NOS,Gestational diabetes mellitus NOS,당뇨
O24.9,상세불명의 임신중 당뇨병,"Diabetes mellitus in pregnancy, unspecified",당뇨
O29.1,임신중 마취의 심장합병증,Cardiac complications of anaesthesia during pregnancy,심장
O29.1,임신중 마취로 인한 심장정지,Cardiac arrest due to anaesthesia during pregnancy,심장
O29.1,임신중 마취로 인한 심부전,Cardiac failure due to anaesthesia during pregnancy,심장
O29.2,임신중 마취로 인한 대뇌무산소증,Cerebral anoxia due to anaesthesia during pregnancy,뇌혈관
O68.0,태아심박수이상이 합병된 진통 및 분만,Labour and delivery complicated by fetal heart rate anomaly,심장
O68.0,태아 불규칙심박수,Fetal heart rate irregularity,심장
O68.1,태아심박수이상 동반(O68.2),With fetal heart rate anomaly(O68.2),심장
O68.2,양수내 태변을 동반한 태아심박수이상이 합병된 진통 및 분만,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,심장
O74.2,진통 및 분만중 마취로 인한 심장합병증,Cardiac complications of anaesthesia during labour and delivery,심장
O74.2,진통 및 분만중 마취로 인한 심장정지,Cardiac arrest due to anaesthesia during labour and delivery,심장
O74.2,진통 및 분만중 마취로 인한 심부전,Cardiac failure due to anaesthesia during labour and delivery,심장
O74.3,진통 및 분만중 마취로 인한 대뇌무산소증,Cerebral anoxia due to anaesthesia during labour and delivery,뇌혈관
O75.4,달리 명시되지 않은 분만을 포함한 제왕절개 또는 기타 산과수술 및 처치에 따른 심장정지,"Cardiac arrest following caesarean or other obstetric surgery or procedures,  including delivery NOS",심장
O75.4,달리 명시되지 않은 분만을 포함한 제왕절개 또는 기타 산과수술 및 처치에 따른 심부전,"Cardiac failure following caesarean or other obstetric surgery or procedures, including delivery NOS",심장
O75.4,달리 명시되지 않은 분만을 포함한 제왕절개 또는 기타 산과수술 및 처치에 따른 대뇌무산소증,"Cerebral anoxia following caesarean or other obstetric surgery or procedures, including delivery NOS",뇌혈관
O87.3,산후기중 대뇌정맥혈전증,Cerebral venous thrombosis in the puerperium,뇌혈관
O89.1,산후기중 마취의 심장합병증,Cardiac complications of anaesthesia during the puerperium,심장
O89.1,산후기중 마취로 인한 심장정지,Cardiac arrest due to anaesthesia during the puerperium,심장
O89.1,산후기중 마취로 인한 심부전,Cardiac failure due to anaesthesia during the puerperium,심장
O89.2,산후기중 마취에 의한 대뇌무산소증,Cerebral anoxia due to anaesthesia during the puerperium,뇌혈관
O99.2,당뇨병(O24.-),Diabetes mellitus(O24.-),당뇨
O99.4,고혈압성 장애(O10-O16),Hypertensive disorders(O10-O16),고혈압
P00.0,산모고혈압장애에 의해 영향을 받은 태아 및 신생아,Fetus and newborn affected by maternal hypertensive disorders,고혈압
P04.1,암화학요법에 의해 영향을 받은 태아 및 신생아,Fetus and newborn affected by cancer chemotherapy,암
P08.0,당뇨병을 가진 산모의 영아증후군(P70.1),Syndrome of infant of diabetic mother(P70.1),당뇨
P08.0,임신성 당뇨병을 가진 산모의 영아증후군(P70.0),Syndrome of infant of mother with gestational diabetes(P70.0),당뇨
P08.1,당뇨병을 가진 산모의 영아증후군(P70.1),Syndrome of infant of diabetic mother(P70.1),당뇨
P08.1,임신성 당뇨병을 가진 산모의 영아증후군(P70.0),Syndrome of infant of mother with gestational diabetes(P70.0),당뇨
P10.1,출산손상으로 인한 뇌출혈,Cerebral haemorrhage due to birth injury,뇌혈관
P11.0,출산손상으로 인한 뇌부종,Cerebral oedema due to birth injury,뇌혈관
P20,이상태아심박수,Abnormal fetal heart rate,심장
P21.1,정상호흡이 1분내에 이루어지지 않으나 심장박동은 분당 100 이상이고 근육에 긴장이 약간 있으며 자극에 대해 약간의 반응을 한다.,"Normal respiration not established within one minute, but heart rate 100 or above, some muscle tone present, some response to stimulation.",심장
P29.0,신생아심부전,Neonatal cardiac failure,심장
P29.1,신생아심장리듬장애,Neonatal cardiac dysrhythmia,심장
P29.2,신생아고혈압,Neonatal hypertension,고혈압
P29.3,신생아의 (지속성) 폐동맥고혈압,Pulmonary hypertension of newborn (persistent),고혈압
P29.4,신생아의 일과성 심근허혈,Transient myocardial ischaemia of newborn,심장
P52.2,뇌실내 및 대뇌내 연장 모두를 동반한 뇌실막하출혈,Subependymal haemorrhage with both intraventricular and intra-cerebral extension,뇌혈관
P52.4,태아 및 신생아의 (비외상성) 대뇌내출혈,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,뇌혈관
P70.0,임신당뇨병을 가진 산모의 영아증후군,Syndrome of infant of mother with  gestational diabetes,당뇨
P70.0,산모당뇨병에 의해 영향을 받은 태아 또는 신생아(저혈당증을 동반한),Fetus or newborn (with hypoglycaemia) affected by maternal gestational diabetes,당뇨
P70.1,당뇨병을 가진 산모의 영아증후군,Syndrome of infant of a diabetic mother,당뇨
P70.1,(전에 있던) 산모당뇨병에 의해 영향을 받은 태아 또는 신생아(저혈당증을 동반한),Fetus or newborn (with hypoglycaemia) affected by maternal gestational diabetes(pre-existing),당뇨
P70.2,신생아당뇨병,Neonatal diabetes mellitus,당뇨
P91,신생아 대뇌상태의 기타 장애,Other disturbances of cerebral status of newborn,뇌혈관
P91.0,신생아뇌허혈,Neonatal cerebral ischaemia,뇌혈관
P91.2,신생아대뇌백질연화,Neonatal cerebral leukomalacia,뇌혈관
P91.3,신생아대뇌과민성,Neonatal cerebral irritability,뇌혈관
P91.4,신생아대뇌억압,Neonatal cerebral depression,뇌혈관
P91.8,신생아 대뇌상태의 기타 명시된 장애,Other specified disturbances of cerebral status of newborn,뇌혈관
